start_time,end_time,activity
2012-11-28 14:27:00.000000,2012-11-28 14:27:59,Grooming
2012-11-28 14:28:00.000000,2012-11-28 16:05:00,Leaving
2012-11-28 16:05:00.001000,2012-11-28 17:38:59,Spare_Time/TV
2012-11-28 17:40:00.000000,2012-11-28 17:45:59,Toileting
2012-11-28 17:55:00.000000,2012-11-28 19:29:59,Spare_Time/TV
2012-11-28 19:30:00.000000,2012-11-28 19:35:59,Snack
2012-11-28 19:48:00.000000,2012-11-28 22:14:59,Leaving
2012-11-28 22:15:00.000000,2012-11-28 22:18:59,Dinner
2012-11-28 22:19:00.000000,2012-11-28 23:38:59,Spare_Time/TV
2012-11-28 23:54:00.000000,2012-11-28 23:55:59,Toileting
2012-11-28 23:56:00.000000,2012-11-28 23:56:59,Grooming
2012-11-28 23:58:00.000000,2012-11-29 00:00:59,Grooming
2012-11-29 00:00:59.001000,2012-11-29 00:57:59,Sleeping
2012-11-29 00:58:00.000000,2012-11-29 00:58:59,Grooming
2012-11-29 00:59:00.000000,2012-11-29 09:35:59,Sleeping
2012-11-29 09:38:00.000000,2012-11-29 09:45:59,Breakfast
2012-11-29 09:50:00.000000,2012-11-29 09:56:59,Toileting
2012-11-29 10:04:00.000000,2012-11-29 10:06:59,Grooming
2012-11-29 10:15:00.000000,2012-11-29 10:20:59,Grooming
2012-11-29 10:30:00.000000,2012-11-29 10:31:59,Grooming
2012-11-29 10:34:00.000000,2012-11-29 10:36:59,Toileting
2012-11-29 10:45:00.000000,2012-11-29 13:39:59,Leaving
2012-11-29 14:27:00.000000,2012-11-29 15:05:59,Spare_Time/TV
2012-11-29 15:08:00.000000,2012-11-29 15:32:59,Spare_Time/TV
2012-11-29 16:12:00.000000,2012-11-29 16:12:59,Grooming
2012-11-29 16:13:00.000000,2012-11-29 16:17:59,Toileting
2012-11-29 16:18:00.000000,2012-11-29 18:15:59,Spare_Time/TV
2012-11-29 18:16:00.000000,2012-11-29 18:19:59,Snack
2012-11-29 18:44:00.000000,2012-11-29 20:58:59,Spare_Time/TV
2012-11-29 21:00:00.000000,2012-11-29 21:00:59,Toileting
2012-11-29 21:01:00.000000,2012-11-29 21:01:59,Grooming
2012-11-29 21:02:00.000000,2012-11-29 21:32:59,Spare_Time/TV
2012-11-29 22:26:00.000000,2012-11-29 23:35:59,Dinner
2012-11-30 00:18:00.000000,2012-11-30 01:39:59,Spare_Time/TV
2012-11-30 01:40:00.000000,2012-11-30 01:40:59,Toileting
2012-11-30 01:41:00.000000,2012-11-30 10:20:59,Sleeping
2012-11-30 10:25:00.000000,2012-11-30 10:27:00,Toileting
2012-11-30 10:27:00.001000,2012-11-30 10:28:59,Grooming
2012-11-30 10:28:59.001000,2012-11-30 10:31:59,Toileting
2012-11-30 10:51:00.000000,2012-11-30 11:51:59,Breakfast
2012-11-30 11:52:00.000000,2012-11-30 11:56:59,Grooming
2012-11-30 11:57:00.000000,2012-11-30 12:00:59,Showering
2012-11-30 12:02:00.000000,2012-11-30 12:03:59,Grooming
2012-11-30 12:04:00.000000,2012-11-30 12:25:59,Spare_Time/TV
2012-11-30 12:26:00.000000,2012-11-30 12:30:59,Grooming
2012-11-30 12:54:00.000000,2012-11-30 12:54:59,Toileting
2012-11-30 12:55:00.000000,2012-11-30 12:55:59,Grooming
2012-11-30 12:56:00.000000,2012-11-30 14:35:59,Spare_Time/TV
2012-11-30 15:08:00.000000,2012-11-30 15:20:59,Lunch
2012-11-30 15:20:59.000100,2012-11-30 17:29:59,Spare_Time/TV
2012-11-30 17:30:00.000000,2012-11-30 17:42:59,Snack
2012-11-30 17:46:00.000000,2012-11-30 17:47:59,Toileting
2012-11-30 17:51:00.000000,2012-11-30 22:12:00,Spare_Time/TV
2012-11-30 22:12:00.001000,2012-11-30 22:20:59,Dinner
2012-11-30 22:40:00.000000,2012-12-01 00:05:59,Spare_Time/TV
2012-12-01 00:10:00.000000,2012-12-01 00:11:59,Grooming
2012-12-01 00:15:00.000000,2012-12-01 00:15:59,Toileting
2012-12-01 00:16:00.000000,2012-12-01 00:16:59,Grooming
2012-12-01 00:18:00.000000,2012-12-01 09:40:59,Sleeping
2012-12-01 09:46:00.000000,2012-12-01 09:47:59,Toileting
2012-12-01 09:50:00.000000,2012-12-01 10:09:59,Breakfast
2012-12-01 10:34:00.000000,2012-12-01 10:36:59,Grooming
2012-12-01 10:37:00.000000,2012-12-01 10:43:59,Showering
2012-12-01 10:45:00.000000,2012-12-01 10:48:59,Grooming
2012-12-01 10:54:00.000000,2012-12-01 10:54:59,Grooming
2012-12-01 11:29:00.000000,2012-12-01 11:36:59,Snack
2012-12-01 12:16:00.000000,2012-12-01 12:49:59,Leaving
2012-12-01 12:52:00.000000,2012-12-01 12:53:59,Toileting
2012-12-01 13:37:00.000000,2012-12-01 14:10:59,Lunch
2012-12-01 15:49:00.000000,2012-12-01 15:53:59,Snack
2012-12-01 18:28:00.000000,2012-12-01 18:45:59,Snack
2012-12-01 18:52:00.000000,2012-12-01 18:52:59,Toileting
2012-12-01 18:53:00.000000,2012-12-01 20:36:59,Spare_Time/TV
2012-12-01 21:10:00.000000,2012-12-01 21:10:59,Grooming
2012-12-01 21:20:00.000000,2012-12-02 01:25:59,Leaving
2012-12-02 01:32:00.000000,2012-12-02 01:33:59,Grooming
2012-12-02 01:38:00.000000,2012-12-02 01:39:59,Toileting
2012-12-02 01:41:00.000000,2012-12-02 09:20:59,Sleeping
2012-12-02 09:25:00.000000,2012-12-02 09:25:59,Toileting
2012-12-02 09:26:22.000000,2012-12-02 10:16:59,Sleeping
2012-12-02 10:20:00.000000,2012-12-02 10:21:59,Toileting
2012-12-02 10:26:00.000000,2012-12-02 10:33:59,Breakfast
2012-12-02 11:34:00.000000,2012-12-02 11:35:30,Toileting
2012-12-02 11:35:30.001000,2012-12-02 11:49:59,Grooming
2012-12-02 11:53:00.000000,2012-12-02 11:53:59,Grooming
2012-12-02 12:24:00.000000,2012-12-02 12:56:59,Snack
2012-12-02 13:37:00.000000,2012-12-02 13:59:59,Leaving
2012-12-02 15:14:00.000000,2012-12-02 15:33:59,Lunch
2012-12-02 16:45:00.000000,2012-12-02 16:59:59,Snack
2012-12-02 17:10:00.000000,2012-12-02 18:45:59,Spare_Time/TV
2012-12-02 18:46:00.000000,2012-12-02 18:47:59,Toileting
2012-12-02 19:10:00.000000,2012-12-02 19:11:59,Toileting
2012-12-02 19:16:00.000000,2012-12-02 20:03:59,Spare_Time/TV
2012-12-02 20:09:00.000000,2012-12-02 20:21:59,Spare_Time/TV
2012-12-02 20:29:00.000000,2012-12-02 20:29:59,Grooming
2012-12-02 20:41:00.000000,2012-12-03 01:03:59,Spare_Time/TV
