Start time: Time sensor started firing
End time: Time sensor stopped firing
ID: sensor id (see list below)
val: value of sensor (always 1)

Sensor IDs are: 
    [ 1]    'Microwave'         
    [ 5]    'Hall-Toilet door'  
    [ 6]    'Hall-Bathroom door'
    [ 7]    'Cups cupboard'     
    [ 8]    'Fridge'            
    [ 9]    'Plates cupboard'   
    [12]    'Frontdoor'         
    [13]    'Dishwasher'        
    [14]    'ToiletFlush'       
    [17]    'Freezer'           
    [18]    'Pans Cupboard'     
    [20]    'Washingmachine'    
    [23]    'Groceries Cupboard'
    [24]    'Hall-Bedroom door' 

Start time          	End time            	ID	Val
05-Mar-2008 00:04:18	05-Mar-2008 00:04:19	14	1
05-Mar-2008 00:04:25	05-Mar-2008 00:04:42	5	1
05-Mar-2008 00:18:13	05-Mar-2008 00:18:14	5	1
05-Mar-2008 00:18:18	05-Mar-2008 00:19:56	5	1
05-Mar-2008 00:20:28	05-Mar-2008 00:21:33	6	1
05-Mar-2008 00:21:26	05-Mar-2008 00:21:27	14	1
05-Mar-2008 00:21:55	05-Mar-2008 00:21:59	5	1
05-Mar-2008 05:58:57	05-Mar-2008 05:58:58	24	1
05-Mar-2008 05:59:02	05-Mar-2008 06:04:42	24	1
05-Mar-2008 06:00:19	05-Mar-2008 06:00:22	6	1
05-Mar-2008 06:00:54	05-Mar-2008 06:00:55	14	1
05-Mar-2008 06:00:59	05-Mar-2008 06:01:03	6	1
05-Mar-2008 09:27:42	05-Mar-2008 09:27:43	24	1
05-Mar-2008 09:27:47	05-Mar-2008 23:33:42	24	1
05-Mar-2008 09:28:58	05-Mar-2008 09:29:02	6	1
05-Mar-2008 09:29:26	05-Mar-2008 09:29:27	14	1
05-Mar-2008 09:29:30	05-Mar-2008 09:29:35	6	1
05-Mar-2008 09:29:59	05-Mar-2008 09:30:02	9	1
05-Mar-2008 09:30:04	05-Mar-2008 09:30:30	23	1
05-Mar-2008 09:30:27	05-Mar-2008 09:30:32	8	1
05-Mar-2008 09:30:35	05-Mar-2008 09:30:36	23	1
05-Mar-2008 09:30:47	05-Mar-2008 09:30:50	8	1
05-Mar-2008 09:45:47	05-Mar-2008 09:45:48	5	1
05-Mar-2008 09:45:52	05-Mar-2008 09:45:59	5	1
05-Mar-2008 09:45:58	05-Mar-2008 20:13:21	6	1
05-Mar-2008 09:53:08	05-Mar-2008 09:53:09	5	1
05-Mar-2008 09:53:13	05-Mar-2008 19:48:37	5	1
05-Mar-2008 10:12:01	05-Mar-2008 10:12:05	12	1
05-Mar-2008 19:48:30	05-Mar-2008 19:48:31	12	1
05-Mar-2008 19:52:44	05-Mar-2008 19:52:53	17	1
05-Mar-2008 19:55:15	05-Mar-2008 19:55:22	23	1
05-Mar-2008 19:55:43	05-Mar-2008 19:55:44	9	1
05-Mar-2008 20:13:24	05-Mar-2008 20:13:25	6	1
05-Mar-2008 20:14:21	05-Mar-2008 20:14:22	14	1
05-Mar-2008 20:14:29	05-Mar-2008 20:14:31	6	1
05-Mar-2008 20:15:06	05-Mar-2008 20:15:09	18	1
05-Mar-2008 20:15:19	05-Mar-2008 20:15:22	18	1
05-Mar-2008 20:20:02	05-Mar-2008 20:20:09	9	1
05-Mar-2008 20:20:13	05-Mar-2008 20:20:25	8	1
05-Mar-2008 20:20:28	05-Mar-2008 20:20:29	8	1
05-Mar-2008 20:20:34	05-Mar-2008 20:20:36	8	1
05-Mar-2008 20:23:08	05-Mar-2008 20:23:13	9	1
05-Mar-2008 22:58:02	05-Mar-2008 22:58:06	5	1
05-Mar-2008 23:07:05	05-Mar-2008 23:07:09	6	1
05-Mar-2008 23:08:02	05-Mar-2008 23:08:03	14	1
05-Mar-2008 23:08:14	05-Mar-2008 23:08:17	6	1
05-Mar-2008 23:30:38	05-Mar-2008 23:30:39	5	1
05-Mar-2008 23:30:43	05-Mar-2008 23:32:31	5	1
05-Mar-2008 23:32:51	05-Mar-2008 23:32:52	6	1
05-Mar-2008 23:33:11	05-Mar-2008 23:33:12	14	1
05-Mar-2008 23:33:12	05-Mar-2008 23:33:13	14	1
05-Mar-2008 23:33:15	05-Mar-2008 23:33:16	14	1
05-Mar-2008 23:33:22	05-Mar-2008 23:33:23	14	1
05-Mar-2008 23:33:34	05-Mar-2008 23:33:35	14	1
05-Mar-2008 23:33:58	05-Mar-2008 23:33:59	14	1
06-Mar-2008 04:37:34	06-Mar-2008 04:37:35	24	1
06-Mar-2008 04:37:39	06-Mar-2008 04:39:11	24	1
06-Mar-2008 04:38:06	06-Mar-2008 04:38:10	6	1
06-Mar-2008 04:38:48	06-Mar-2008 04:38:54	6	1
06-Mar-2008 08:38:53	06-Mar-2008 08:38:54	24	1
06-Mar-2008 08:38:58	06-Mar-2008 23:18:36	24	1
06-Mar-2008 08:39:37	06-Mar-2008 08:39:40	6	1
06-Mar-2008 08:40:11	06-Mar-2008 08:40:16	6	1
06-Mar-2008 09:04:14	06-Mar-2008 09:04:18	18	1
06-Mar-2008 09:04:35	06-Mar-2008 09:04:50	8	1
06-Mar-2008 09:04:51	06-Mar-2008 09:04:52	8	1
06-Mar-2008 09:04:54	06-Mar-2008 09:04:55	8	1
06-Mar-2008 09:05:00	06-Mar-2008 09:05:01	8	1
06-Mar-2008 09:05:01	06-Mar-2008 09:05:02	9	1
06-Mar-2008 09:05:23	06-Mar-2008 09:05:39	8	1
06-Mar-2008 09:07:19	06-Mar-2008 09:07:25	17	1
06-Mar-2008 09:07:26	06-Mar-2008 09:07:45	9	1
06-Mar-2008 09:07:51	06-Mar-2008 09:07:52	17	1
06-Mar-2008 09:09:09	06-Mar-2008 09:09:12	7	1
06-Mar-2008 09:09:28	06-Mar-2008 09:09:29	1	1
06-Mar-2008 09:09:58	06-Mar-2008 09:10:06	8	1
06-Mar-2008 09:38:53	06-Mar-2008 09:38:54	6	1
06-Mar-2008 09:40:02	06-Mar-2008 09:40:03	14	1
06-Mar-2008 09:42:24	06-Mar-2008 09:42:25	14	1
06-Mar-2008 09:42:31	06-Mar-2008 09:42:35	6	1
06-Mar-2008 09:42:41	06-Mar-2008 09:43:09	5	1
06-Mar-2008 10:23:22	06-Mar-2008 10:23:23	5	1
06-Mar-2008 10:23:27	06-Mar-2008 10:23:34	5	1
06-Mar-2008 10:30:14	06-Mar-2008 10:30:15	5	1
06-Mar-2008 10:30:18	06-Mar-2008 10:30:19	5	1
06-Mar-2008 10:38:08	06-Mar-2008 10:38:11	12	1
06-Mar-2008 17:41:12	06-Mar-2008 17:41:16	12	1
06-Mar-2008 17:46:05	06-Mar-2008 17:46:15	8	1
06-Mar-2008 17:46:24	06-Mar-2008 17:46:27	8	1
06-Mar-2008 18:52:49	06-Mar-2008 18:52:53	6	1
06-Mar-2008 18:53:44	06-Mar-2008 18:53:45	14	1
06-Mar-2008 18:53:46	06-Mar-2008 18:53:47	14	1
06-Mar-2008 18:53:48	06-Mar-2008 18:53:52	6	1
06-Mar-2008 18:54:15	06-Mar-2008 18:54:38	23	1
06-Mar-2008 18:54:40	06-Mar-2008 18:54:54	17	1
06-Mar-2008 19:00:45	06-Mar-2008 19:00:48	7	1
06-Mar-2008 19:01:00	06-Mar-2008 19:01:01	18	1
06-Mar-2008 19:01:50	06-Mar-2008 19:02:02	18	1
06-Mar-2008 19:02:43	06-Mar-2008 19:03:09	23	1
06-Mar-2008 19:05:02	13-Mar-2008 18:56:00	1	1
06-Mar-2008 19:08:13	06-Mar-2008 19:08:16	18	1
06-Mar-2008 19:10:47	06-Mar-2008 19:11:00	23	1
06-Mar-2008 19:11:03	06-Mar-2008 19:11:05	9	1
06-Mar-2008 19:15:18	06-Mar-2008 19:15:21	8	1
06-Mar-2008 19:21:42	06-Mar-2008 19:21:46	18	1
06-Mar-2008 19:25:19	06-Mar-2008 19:25:24	18	1
06-Mar-2008 19:35:30	06-Mar-2008 19:35:34	9	1
06-Mar-2008 19:40:05	06-Mar-2008 19:40:09	8	1
06-Mar-2008 19:40:18	06-Mar-2008 19:40:21	8	1
06-Mar-2008 19:53:38	06-Mar-2008 19:53:39	13	1
06-Mar-2008 19:53:44	06-Mar-2008 19:57:45	13	1
06-Mar-2008 19:54:35	06-Mar-2008 19:55:06	9	1
06-Mar-2008 19:54:46	06-Mar-2008 19:54:48	18	1
06-Mar-2008 19:55:20	06-Mar-2008 19:55:53	9	1
06-Mar-2008 19:55:55	06-Mar-2008 19:57:30	7	1
06-Mar-2008 19:56:53	06-Mar-2008 19:56:54	18	1
06-Mar-2008 19:56:59	06-Mar-2008 19:58:35	18	1
06-Mar-2008 19:57:30	06-Mar-2008 19:57:31	7	1
06-Mar-2008 19:57:33	06-Mar-2008 19:57:34	7	1
06-Mar-2008 19:57:40	06-Mar-2008 19:57:41	7	1
06-Mar-2008 19:57:41	06-Mar-2008 19:57:42	9	1
06-Mar-2008 19:59:43	06-Mar-2008 19:59:47	17	1
06-Mar-2008 20:00:14	06-Mar-2008 20:00:20	18	1
06-Mar-2008 20:05:18	06-Mar-2008 20:11:30	13	1
06-Mar-2008 20:11:33	06-Mar-2008 20:11:34	13	1
06-Mar-2008 20:12:36	06-Mar-2008 20:12:37	18	1
06-Mar-2008 20:12:40	06-Mar-2008 20:12:41	18	1
06-Mar-2008 20:14:36	06-Mar-2008 20:14:37	18	1
06-Mar-2008 20:16:48	06-Mar-2008 20:16:51	23	1
06-Mar-2008 20:17:11	06-Mar-2008 20:17:14	23	1
06-Mar-2008 20:31:05	06-Mar-2008 20:31:06	18	1
06-Mar-2008 20:31:09	06-Mar-2008 20:31:10	18	1
06-Mar-2008 20:32:24	06-Mar-2008 20:32:25	18	1
06-Mar-2008 20:33:04	06-Mar-2008 20:33:05	18	1
06-Mar-2008 21:34:43	06-Mar-2008 21:34:44	23	1
06-Mar-2008 21:34:48	06-Mar-2008 21:35:07	23	1
06-Mar-2008 21:35:11	06-Mar-2008 21:35:12	23	1
06-Mar-2008 21:35:16	06-Mar-2008 21:35:33	17	1
06-Mar-2008 21:35:17	06-Mar-2008 21:35:18	23	1
06-Mar-2008 21:35:29	06-Mar-2008 21:35:30	23	1
06-Mar-2008 21:37:18	06-Mar-2008 21:37:21	23	1
06-Mar-2008 21:37:36	06-Mar-2008 21:37:38	7	1
06-Mar-2008 21:37:39	06-Mar-2008 21:37:52	8	1
06-Mar-2008 22:44:19	06-Mar-2008 22:44:23	6	1
06-Mar-2008 22:46:37	06-Mar-2008 22:46:38	14	1
06-Mar-2008 22:46:39	06-Mar-2008 22:46:43	6	1
06-Mar-2008 22:46:41	06-Mar-2008 22:47:10	5	1
06-Mar-2008 22:47:13	06-Mar-2008 22:47:14	5	1
06-Mar-2008 23:14:49	06-Mar-2008 23:14:50	5	1
06-Mar-2008 23:14:54	06-Mar-2008 23:14:55	5	1
06-Mar-2008 23:17:07	06-Mar-2008 23:17:44	6	1
06-Mar-2008 23:18:29	06-Mar-2008 23:18:30	6	1
06-Mar-2008 23:18:31	06-Mar-2008 23:18:32	14	1
06-Mar-2008 23:18:41	06-Mar-2008 23:18:42	6	1
07-Mar-2008 06:59:18	07-Mar-2008 06:59:19	24	1
07-Mar-2008 06:59:24	07-Mar-2008 07:00:44	24	1
07-Mar-2008 06:59:56	07-Mar-2008 07:00:01	6	1
07-Mar-2008 07:00:34	07-Mar-2008 07:00:37	6	1
07-Mar-2008 08:38:55	07-Mar-2008 08:38:56	24	1
07-Mar-2008 08:38:59	07-Mar-2008 08:39:00	24	1
07-Mar-2008 08:44:11	07-Mar-2008 08:44:15	6	1
07-Mar-2008 08:45:00	07-Mar-2008 08:45:01	14	1
07-Mar-2008 08:45:05	07-Mar-2008 08:45:14	6	1
07-Mar-2008 08:49:16	07-Mar-2008 08:49:21	8	1
07-Mar-2008 08:49:35	07-Mar-2008 08:49:37	7	1
07-Mar-2008 08:49:47	07-Mar-2008 08:49:51	8	1
07-Mar-2008 08:50:15	07-Mar-2008 08:50:19	9	1
07-Mar-2008 08:50:21	07-Mar-2008 08:50:37	23	1
07-Mar-2008 08:50:39	07-Mar-2008 08:50:44	8	1
07-Mar-2008 08:51:07	07-Mar-2008 08:51:10	8	1
07-Mar-2008 09:07:51	07-Mar-2008 09:07:55	5	1
07-Mar-2008 09:15:39	08-Mar-2008 03:21:35	5	1
07-Mar-2008 09:29:11	07-Mar-2008 09:29:12	12	1
07-Mar-2008 09:29:15	07-Mar-2008 09:29:22	12	1
08-Mar-2008 01:07:48	08-Mar-2008 01:07:52	12	1
08-Mar-2008 01:12:18	08-Mar-2008 01:12:22	7	1
08-Mar-2008 01:12:23	08-Mar-2008 01:12:24	7	1
08-Mar-2008 01:12:26	08-Mar-2008 01:12:27	7	1
08-Mar-2008 01:12:32	08-Mar-2008 01:12:33	7	1
08-Mar-2008 01:12:44	08-Mar-2008 01:12:45	7	1
08-Mar-2008 01:13:09	08-Mar-2008 01:13:10	7	1
08-Mar-2008 01:13:45	08-Mar-2008 01:13:46	7	1
08-Mar-2008 01:14:20	08-Mar-2008 01:14:21	7	1
08-Mar-2008 01:14:22	08-Mar-2008 01:14:23	8	1
08-Mar-2008 03:21:38	08-Mar-2008 03:21:39	5	1
08-Mar-2008 03:21:45	08-Mar-2008 03:21:46	5	1
08-Mar-2008 03:21:57	08-Mar-2008 03:21:58	5	1
08-Mar-2008 03:22:22	08-Mar-2008 03:22:23	5	1
08-Mar-2008 03:22:38	08-Mar-2008 03:22:44	6	1
08-Mar-2008 03:23:05	08-Mar-2008 08:20:29	5	1
08-Mar-2008 03:23:08	08-Mar-2008 03:23:12	6	1
08-Mar-2008 03:26:05	08-Mar-2008 03:26:11	24	1
08-Mar-2008 08:20:20	08-Mar-2008 08:20:21	24	1
08-Mar-2008 08:20:25	08-Mar-2008 10:01:56	24	1
08-Mar-2008 08:20:52	08-Mar-2008 08:20:55	6	1
08-Mar-2008 08:21:41	08-Mar-2008 08:21:42	14	1
08-Mar-2008 08:21:47	08-Mar-2008 08:21:51	6	1
08-Mar-2008 08:22:01	08-Mar-2008 08:22:07	7	1
08-Mar-2008 08:22:09	08-Mar-2008 08:22:13	8	1
08-Mar-2008 08:22:48	08-Mar-2008 08:22:53	8	1
08-Mar-2008 08:33:10	08-Mar-2008 08:33:14	6	1
08-Mar-2008 08:35:35	08-Mar-2008 08:35:36	14	1
08-Mar-2008 08:35:36	08-Mar-2008 08:35:37	6	1
08-Mar-2008 08:35:37	08-Mar-2008 08:35:38	6	1
08-Mar-2008 08:35:40	08-Mar-2008 08:35:41	14	1
08-Mar-2008 08:35:45	08-Mar-2008 10:00:31	5	1
08-Mar-2008 08:35:46	08-Mar-2008 08:35:47	14	1
08-Mar-2008 08:35:48	08-Mar-2008 08:45:57	6	1
08-Mar-2008 08:46:00	08-Mar-2008 08:46:01	6	1
08-Mar-2008 10:00:29	08-Mar-2008 10:00:30	6	1
08-Mar-2008 10:00:34	08-Mar-2008 10:01:48	6	1
08-Mar-2008 10:01:35	08-Mar-2008 10:01:36	14	1
08-Mar-2008 10:26:10	08-Mar-2008 10:26:11	24	1
08-Mar-2008 10:26:14	08-Mar-2008 10:26:15	24	1
08-Mar-2008 10:26:30	08-Mar-2008 10:26:34	18	1
08-Mar-2008 10:26:36	08-Mar-2008 10:26:51	13	1
08-Mar-2008 10:27:46	08-Mar-2008 10:27:48	9	1
08-Mar-2008 10:27:50	08-Mar-2008 10:28:05	17	1
08-Mar-2008 10:29:41	08-Mar-2008 10:29:44	8	1
08-Mar-2008 10:56:24	08-Mar-2008 10:56:28	8	1
08-Mar-2008 11:08:13	08-Mar-2008 11:08:14	5	1
08-Mar-2008 11:08:18	08-Mar-2008 11:12:31	5	1
08-Mar-2008 11:12:29	08-Mar-2008 11:12:32	6	1
08-Mar-2008 11:12:33	08-Mar-2008 11:12:34	5	1
08-Mar-2008 11:15:03	08-Mar-2008 11:15:04	14	1
08-Mar-2008 11:15:06	08-Mar-2008 11:15:27	6	1
08-Mar-2008 11:15:42	08-Mar-2008 11:16:02	5	1
08-Mar-2008 11:22:57	08-Mar-2008 11:22:58	5	1
08-Mar-2008 11:23:02	10-Mar-2008 06:20:29	5	1
08-Mar-2008 11:36:02	08-Mar-2008 11:36:03	12	1
08-Mar-2008 11:36:06	08-Mar-2008 11:36:07	12	1
10-Mar-2008 06:18:29	10-Mar-2008 06:18:34	12	1
10-Mar-2008 06:19:34	10-Mar-2008 06:19:35	24	1
10-Mar-2008 06:19:39	10-Mar-2008 06:21:32	24	1
10-Mar-2008 06:20:27	10-Mar-2008 06:21:00	6	1
10-Mar-2008 06:20:52	10-Mar-2008 06:20:53	14	1
10-Mar-2008 06:21:17	10-Mar-2008 06:21:22	12	1
10-Mar-2008 08:33:33	10-Mar-2008 08:33:34	24	1
10-Mar-2008 08:33:38	10-Mar-2008 22:05:32	24	1
10-Mar-2008 08:35:14	10-Mar-2008 08:35:19	6	1
10-Mar-2008 08:35:41	10-Mar-2008 08:35:42	14	1
10-Mar-2008 08:35:44	10-Mar-2008 08:35:47	6	1
10-Mar-2008 08:49:53	10-Mar-2008 08:49:57	6	1
10-Mar-2008 08:51:26	10-Mar-2008 08:51:27	14	1
10-Mar-2008 08:51:29	10-Mar-2008 08:51:32	6	1
10-Mar-2008 08:51:31	10-Mar-2008 08:51:57	5	1
10-Mar-2008 09:08:00	10-Mar-2008 09:08:01	6	1
10-Mar-2008 09:08:05	10-Mar-2008 09:58:02	6	1
10-Mar-2008 09:25:57	10-Mar-2008 09:25:58	5	1
10-Mar-2008 09:26:02	10-Mar-2008 09:47:25	5	1
10-Mar-2008 09:26:09	10-Mar-2008 09:26:12	9	1
10-Mar-2008 09:26:14	10-Mar-2008 09:26:25	23	1
10-Mar-2008 09:26:27	10-Mar-2008 09:26:48	8	1
10-Mar-2008 09:26:51	10-Mar-2008 09:26:52	8	1
10-Mar-2008 09:35:37	10-Mar-2008 09:35:38	13	1
10-Mar-2008 09:35:42	10-Mar-2008 09:41:36	13	1
10-Mar-2008 09:41:39	10-Mar-2008 09:41:40	13	1
10-Mar-2008 09:47:28	10-Mar-2008 09:47:29	5	1
10-Mar-2008 09:55:19	10-Mar-2008 09:55:20	5	1
10-Mar-2008 09:55:24	10-Mar-2008 19:24:24	5	1
10-Mar-2008 10:29:42	10-Mar-2008 10:29:43	12	1
10-Mar-2008 10:29:47	10-Mar-2008 10:29:53	12	1
10-Mar-2008 10:30:31	10-Mar-2008 10:30:45	12	1
10-Mar-2008 19:23:47	10-Mar-2008 19:23:51	12	1
10-Mar-2008 19:25:35	10-Mar-2008 19:25:36	14	1
10-Mar-2008 19:33:39	10-Mar-2008 19:33:40	8	1
10-Mar-2008 19:33:45	10-Mar-2008 19:33:51	8	1
10-Mar-2008 19:33:52	10-Mar-2008 19:33:59	23	1
10-Mar-2008 19:39:41	10-Mar-2008 19:39:42	17	1
10-Mar-2008 19:39:46	10-Mar-2008 19:39:55	17	1
10-Mar-2008 19:40:55	10-Mar-2008 19:41:01	23	1
10-Mar-2008 19:44:43	10-Mar-2008 19:44:47	8	1
10-Mar-2008 19:50:34	10-Mar-2008 19:50:35	17	1
10-Mar-2008 19:50:39	10-Mar-2008 19:50:49	17	1
10-Mar-2008 20:09:50	10-Mar-2008 20:09:51	9	1
10-Mar-2008 20:09:55	10-Mar-2008 20:10:02	9	1
10-Mar-2008 20:11:03	10-Mar-2008 20:11:05	8	1
10-Mar-2008 20:11:08	10-Mar-2008 20:11:09	8	1
10-Mar-2008 20:11:15	10-Mar-2008 20:11:16	8	1
10-Mar-2008 20:11:28	10-Mar-2008 20:11:29	8	1
10-Mar-2008 20:11:52	10-Mar-2008 20:11:53	7	1
10-Mar-2008 20:54:33	10-Mar-2008 20:54:34	14	1
10-Mar-2008 20:54:36	10-Mar-2008 20:55:00	5	1
10-Mar-2008 20:54:37	10-Mar-2008 20:54:38	14	1
10-Mar-2008 21:29:38	10-Mar-2008 21:29:42	17	1
10-Mar-2008 21:32:03	10-Mar-2008 21:32:06	17	1
10-Mar-2008 21:32:35	10-Mar-2008 21:32:47	17	1
10-Mar-2008 21:32:48	10-Mar-2008 21:32:51	8	1
10-Mar-2008 21:33:00	10-Mar-2008 21:33:03	8	1
10-Mar-2008 21:33:05	10-Mar-2008 21:33:10	7	1
10-Mar-2008 21:33:11	10-Mar-2008 21:33:16	13	1
10-Mar-2008 21:38:16	10-Mar-2008 21:38:24	23	1
10-Mar-2008 22:03:49	10-Mar-2008 22:03:50	14	1
10-Mar-2008 22:03:53	10-Mar-2008 22:03:54	14	1
10-Mar-2008 22:03:59	10-Mar-2008 22:05:28	5	1
11-Mar-2008 06:51:10	11-Mar-2008 06:51:11	24	1
11-Mar-2008 06:51:14	11-Mar-2008 06:53:06	24	1
11-Mar-2008 06:52:49	11-Mar-2008 06:52:50	14	1
11-Mar-2008 06:53:09	11-Mar-2008 06:53:10	24	1
11-Mar-2008 08:43:38	11-Mar-2008 08:43:39	24	1
11-Mar-2008 08:43:43	11-Mar-2008 21:55:02	24	1
11-Mar-2008 09:01:53	11-Mar-2008 09:01:54	14	1
11-Mar-2008 09:01:57	11-Mar-2008 09:01:58	14	1
11-Mar-2008 09:18:13	11-Mar-2008 09:18:14	14	1
11-Mar-2008 09:18:17	11-Mar-2008 09:18:18	14	1
11-Mar-2008 09:18:32	11-Mar-2008 09:18:33	5	1
11-Mar-2008 09:18:38	11-Mar-2008 09:18:51	5	1
11-Mar-2008 09:26:38	11-Mar-2008 09:26:39	5	1
11-Mar-2008 09:26:42	11-Mar-2008 18:28:57	5	1
11-Mar-2008 09:33:50	11-Mar-2008 09:33:54	12	1
11-Mar-2008 17:57:20	11-Mar-2008 17:57:24	12	1
11-Mar-2008 17:58:11	11-Mar-2008 17:58:19	17	1
11-Mar-2008 18:02:32	11-Mar-2008 18:02:36	9	1
11-Mar-2008 18:12:24	11-Mar-2008 18:12:25	17	1
11-Mar-2008 18:12:29	11-Mar-2008 18:12:35	17	1
11-Mar-2008 18:16:05	11-Mar-2008 18:16:07	7	1
11-Mar-2008 18:16:09	11-Mar-2008 18:16:22	8	1
11-Mar-2008 18:29:01	11-Mar-2008 18:29:52	5	1
11-Mar-2008 18:30:35	11-Mar-2008 18:30:36	14	1
11-Mar-2008 18:35:12	11-Mar-2008 18:35:13	12	1
11-Mar-2008 18:35:16	11-Mar-2008 18:35:17	12	1
11-Mar-2008 20:38:37	11-Mar-2008 20:38:38	5	1
11-Mar-2008 20:38:42	11-Mar-2008 20:43:15	5	1
11-Mar-2008 20:41:05	11-Mar-2008 20:41:08	12	1
11-Mar-2008 20:48:12	11-Mar-2008 20:48:15	8	1
11-Mar-2008 20:48:37	11-Mar-2008 20:48:39	8	1
11-Mar-2008 20:51:40	11-Mar-2008 20:51:56	8	1
11-Mar-2008 21:13:51	11-Mar-2008 21:14:01	8	1
11-Mar-2008 21:14:07	11-Mar-2008 21:14:08	7	1
11-Mar-2008 21:14:12	11-Mar-2008 21:14:13	8	1
11-Mar-2008 21:52:44	11-Mar-2008 21:52:45	14	1
11-Mar-2008 21:52:49	11-Mar-2008 21:52:50	14	1
11-Mar-2008 21:53:15	11-Mar-2008 21:53:19	5	1
11-Mar-2008 21:53:39	11-Mar-2008 21:54:57	5	1
12-Mar-2008 03:04:52	12-Mar-2008 03:04:53	24	1
12-Mar-2008 03:04:57	12-Mar-2008 03:05:47	24	1
12-Mar-2008 03:05:36	12-Mar-2008 03:05:37	14	1
12-Mar-2008 08:41:26	13-Mar-2008 01:24:12	24	1
12-Mar-2008 08:42:49	12-Mar-2008 08:42:50	14	1
12-Mar-2008 09:48:45	12-Mar-2008 09:48:46	8	1
12-Mar-2008 09:48:50	12-Mar-2008 09:48:57	8	1
12-Mar-2008 09:49:00	12-Mar-2008 09:49:09	17	1
12-Mar-2008 09:49:44	12-Mar-2008 09:49:46	9	1
12-Mar-2008 09:50:01	12-Mar-2008 09:50:04	17	1
12-Mar-2008 09:51:25	12-Mar-2008 09:51:29	8	1
12-Mar-2008 09:52:09	12-Mar-2008 09:52:11	8	1
12-Mar-2008 09:59:31	12-Mar-2008 09:59:35	7	1
12-Mar-2008 09:59:34	12-Mar-2008 09:59:48	8	1
12-Mar-2008 11:04:11	12-Mar-2008 11:04:12	14	1
12-Mar-2008 11:04:15	12-Mar-2008 12:41:21	5	1
12-Mar-2008 11:04:15	12-Mar-2008 11:04:16	14	1
12-Mar-2008 11:10:10	12-Mar-2008 11:10:14	12	1
12-Mar-2008 12:21:19	12-Mar-2008 12:21:23	12	1
12-Mar-2008 12:41:24	12-Mar-2008 12:41:25	5	1
12-Mar-2008 12:46:23	13-Mar-2008 01:18:38	5	1
12-Mar-2008 12:54:29	12-Mar-2008 12:54:34	12	1
12-Mar-2008 12:55:35	12-Mar-2008 12:55:39	12	1
13-Mar-2008 00:52:47	13-Mar-2008 00:52:51	12	1
13-Mar-2008 00:54:23	13-Mar-2008 00:54:40	17	1
13-Mar-2008 00:54:42	13-Mar-2008 00:54:45	9	1
13-Mar-2008 00:55:28	13-Mar-2008 00:55:32	23	1
13-Mar-2008 00:56:06	13-Mar-2008 00:56:08	23	1
13-Mar-2008 01:18:41	13-Mar-2008 01:18:42	5	1
13-Mar-2008 01:20:44	13-Mar-2008 01:20:45	14	1
13-Mar-2008 01:20:50	13-Mar-2008 01:23:55	5	1
13-Mar-2008 01:23:58	13-Mar-2008 01:23:59	5	1
13-Mar-2008 06:27:53	13-Mar-2008 06:27:54	24	1
13-Mar-2008 06:27:59	13-Mar-2008 06:30:35	24	1
13-Mar-2008 06:28:42	13-Mar-2008 06:28:43	14	1
13-Mar-2008 06:30:12	13-Mar-2008 08:22:16	5	1
13-Mar-2008 08:21:52	13-Mar-2008 08:21:53	24	1
13-Mar-2008 08:21:58	13-Mar-2008 19:00:15	24	1
13-Mar-2008 08:22:20	13-Mar-2008 08:22:21	5	1
13-Mar-2008 08:22:49	13-Mar-2008 08:22:50	14	1
13-Mar-2008 08:22:57	13-Mar-2008 09:41:10	5	1
13-Mar-2008 09:19:50	13-Mar-2008 09:20:00	9	1
13-Mar-2008 09:19:56	13-Mar-2008 09:19:57	23	1
13-Mar-2008 09:20:10	13-Mar-2008 09:20:14	23	1
13-Mar-2008 09:20:15	13-Mar-2008 09:20:16	23	1
13-Mar-2008 09:20:18	13-Mar-2008 09:20:19	23	1
13-Mar-2008 09:20:19	13-Mar-2008 09:20:20	8	1
13-Mar-2008 09:41:13	13-Mar-2008 09:41:14	5	1
13-Mar-2008 09:47:44	13-Mar-2008 09:47:45	5	1
13-Mar-2008 09:47:49	13-Mar-2008 17:55:07	5	1
13-Mar-2008 09:57:47	13-Mar-2008 09:57:51	12	1
13-Mar-2008 17:50:08	13-Mar-2008 17:50:12	12	1
13-Mar-2008 17:53:15	13-Mar-2008 17:53:19	6	1
13-Mar-2008 17:54:07	13-Mar-2008 17:54:08	14	1
13-Mar-2008 17:54:09	13-Mar-2008 17:54:10	6	1
13-Mar-2008 17:54:13	13-Mar-2008 17:54:14	14	1
13-Mar-2008 18:39:18	13-Mar-2008 18:39:19	23	1
13-Mar-2008 18:39:23	13-Mar-2008 18:39:33	23	1
13-Mar-2008 18:39:43	13-Mar-2008 18:39:44	7	1
13-Mar-2008 18:40:02	13-Mar-2008 18:40:06	23	1
13-Mar-2008 18:54:56	13-Mar-2008 18:54:57	6	1
13-Mar-2008 18:55:01	13-Mar-2008 18:55:07	6	1
13-Mar-2008 18:56:02	13-Mar-2008 18:59:11	1	1
13-Mar-2008 19:00:50	13-Mar-2008 19:00:59	24	1
13-Mar-2008 19:07:25	13-Mar-2008 19:07:26	12	1
13-Mar-2008 19:07:30	13-Mar-2008 19:07:51	12	1
13-Mar-2008 20:26:57	13-Mar-2008 20:26:58	12	1
13-Mar-2008 20:27:02	13-Mar-2008 20:28:06	12	1
